fix_key,content_hash,model,prompt_version,ai_found,ai_analyzed,ai_authored,ai_tooling,mentioned_only,vendor,disclosure_form,confidence,rationale
libpq: drop pending pipelined commands in pqdropconnection().,ccd6de5262078e38,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: enforce alpn in direct ssl connections,aff5c2b5f8bfcc6e,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: error message improvement,c2166dbfd9fbd4d0,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
"libpq: extend ""read pending"" check from ssl to gss",134e3e3933170f31,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
"libpq: fix ""servicefile"" after fallback to system service file",be4e65384a07531b,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: fix error messages when server rejects ssl or gss,6aa128a418a33beb,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: fix grease error message style,fabdb76b728fefb5,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: fix minor toctou violation,9bf2894b0b59de4e,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: fix pkg-config without openssl,2c6cd493a8fdde9c,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: fix pqtrace() format for non-printable characters,f17c564f4cf9254c,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: fix sending queries in pipeline aborted state,78c7e83500520d02,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: fix sni host handling,e45785182b461685,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: fix some issues in tap tests for service files,8e31b5b3b8f360c7,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
"libpq: fix typo ""occurences"" -> ""occurrences"" in tests",337d8b2e81112c74,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: fix up some error message coding,b7a7946413c1808c,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: grease the protocol by default,87b0b0c23ba806a8,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: handle asynchronous actions during sasl,673fc1bc4ba92368,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: handle negotiateprotocolversion message,65155cef9a242d63,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: handle negotiateprotocolversion message differently,d1dee7006834bb30,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: handle oom by disconnecting instead of hanging or skipping msgs,7bc4f89e8372d160,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
"libpq: if alpn is not used, make pqsslattribute(conn, ""alpn"") == """"",d86a4bf83fca899e,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: improve error handling in passwordfromfile(),88603333088b4897,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: improve error message when parsing uri parameters and keywords,1ce426918e130ac2,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: improve idle state handling in pipeline mode,f868fc46a23886ab,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: introduce pqauthdata_oauth_bearer_token_v2,8c81baf4d917f32f,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: make error checks in the new buffer draining code more robust,d4af5f49604ca138,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: message style improvements,bd94eabd4b0519c9,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: move cancellation related functions to fe-cancel.c,58847e15bb261f29,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: move pg_cancel to fe-cancel.c,37b7836e440bb65a,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: poison the v2 part of a v1 bearer request,51dad336b6873e32,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: prepare for protocol grease during 19beta,2e7e887e3a981302,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: prevent some overflows of int/size_t,f71ba88d54f44ece,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: refactor logic checking for exit() in shared library builds,967e5330d10945dd,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: refactor some error messages for easier translation,0c5ecd7cc3fdb0ec,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: reject extraneous data after ssl or gss encryption handshake.,0be9b2e1a96d5b94,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: remove a gettext marker,a8774e78b5062f36,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: remove code for scm credential authentication,fc8628f24c3a161f,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: remove deprecated connection parameters authtype and tty,a39fdc8df01a2d79,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: remove pqservice(),afaad7757c45d467,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: remove unneeded cast and adjust format placeholder,3f2a363842934ca5,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: remove unused field ssl_handshake_started from pgconn,6ceceb90d9b2860e,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: reset singlerow flag correctly in pipeline mode,229a9ab659e288f5,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: send users to the wiki during grease failures,7caeaf759cafa375,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: set ldap protocol version 3,a8c18d74d1f5bd94,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: set server name indication (sni) for ssl connections,3c83d226c31b1b2e,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: some message style normalization,d59ee4e67e6c605f,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: split pgoauthdebug=unsafe into multiple options,a4c11fa628cd5e7d,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: stop greasing protocol connections,62ebb9b51c3b30b0,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: threadsafety for ssl certificate callback,ec007c3ddf705752,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: trace all messages received from the server,7521ce8cd49cd9be,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: trace all negotiateprotocolversion fields,45e87a2776caa8ff,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: trace frontend authentication challenges,91ff40c00bec996a,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: trace responses to sslrequest and gssencrequest,a1041f8833db43d7,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: trace startupmessage/sslrequest/gssencrequest correctly,a3b4ac174689ae93,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
"libpq: use modern socket flags, if available.",977d0e1d56d635a8,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq: use strerror_r instead of strerror,d1a9ff42b3eeb21f,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq_pipeline: add pqtrace() support and tests,af052d7296d9bc3d,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq_pipeline: must strdup(optarg) to avoid crash,f4d71152bb91a420,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpq_pipeline: test the default protocol version,2afd2b06e5b59b04,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
libpqwalreceiver: convert to libpq-be-fe-helpers.h,21a0f868c5a472c7,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
lift limitation that pgproc->links must be the first field,9722c0e61b3c8e7c,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
lift shutdown assertion in pgstats for wal senders,df4cc10a7ea577a7,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
limit checkpointer requests queue size,44ff6721a75728e3,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
limit max parameter number with maxallocsize,614c95044505718f,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
limit memory usage of pg_walinspect functions.,30f77e694b223ac4,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
limit pgbench copy freeze to ordinary relations,9c38e6499b48c9ae,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
limit the size of numa_move_pages requests,ed9bcd116eff67bf,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
limit the size of tid lists during parallel gin build,c7677b03a88452b6,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
limit to_tsvector_byid's initial array allocation to something sane.,22e2d4825891ecdd,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
link libpq with libdl if the platform needs that.,9d12f96eec7bdb3d,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
link to mvcc docs in merge docs,1bc201b08be3cbb4,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
list 006_login_trigger.pl test for meson,f4462ccff4b02333,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
list offending databases in pg_upgrade datallowconn check,849652559a685260,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
llvmjit: also copy parameter / return value attributes from template functions.,1a86c60f89e9ae0c,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
llvmjit: make llvm_types_module variable static,7fba65595960ead5,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
llvmjit: remove unnecessary types,187765c274084647,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
llvmjit: use explicit llvmcontextref for inlining,19461c3fc24431d6,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
llvmjit: work around bug in llvm 3.9 causing crashes after 72559438f92.,a1af2168704da03f,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
"lobotomize test for float -inf ^ -2, at least for now.",694423c46c67a792,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
localbuf: add valgrind buffer access instrumentation,3e18b015e861d148,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
localbuf: fix dangerous coding pattern in getlocalvictimbuffer(),5b0009f7ff4254b2,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
localbuf: introduce flushlocalbuffer(),d6aa3c86ed318ea5,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
localbuf: introduce invalidatelocalbuffer(),83afa448dd2ee392,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
localbuf: introduce startlocalbufferio(),d0d3b2c42e168f61,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
localbuf: introduce terminatelocalbufferio(),9197f26c70419a63,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
localbuf: track pincount in bufferdesc as well,a277381d13a5cecc,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
lock before setting relhassubclass on relkind_partitioned_index.,34cd4f2e5db1ffb3,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
lock owned sequences during alter table set { logged | unlogged }.,f1987f618b95e69d,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
lock table in drop statistics,1f388147adec7bb7,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
lock table in shareupdateexclusive when importing index stats.,bb5cc7768fb1fc71,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
lock the extension during alter extension add/drop.,0d0bb9a1bb61b13f,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
log a message when resorting to sigkill during shutdown/crash recovery.,deb50b5028dfd3b7,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
log a note at program start when running in dry-run mode,45a423e52bf7e5bf,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
log checkpoint request flags in checkpoint completion messages.,50cd370796979963,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
log details for client certificate failures,129d3d3f490d0662,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
log llvm library version in configure output.,cd962539f334ff4d,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
log long wait time on recovery conflict when it's resolved.,22f37c5b61eda60e,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
log messages for replication slot acquisition and release.,c7ec0697b8f5b716,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
log more info when wait-for-catchup tests time out.,658e892a6ad53154,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
log new catalog xmin candidate in logicalincreasexminforslot().,c5d497aa679d5a23,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
log openssl version in ./configure output,6f2c0d64f95431fa,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
log regression.diffs in 027_stream_regress.pl.,32796101bdf904c0,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
"log remote notice, warning, and similar messages using ereport().",31cbad535c18b16a,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
log the conflicts while applying changes in logical replication.,6a3456dcd632269f,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
log the correct ending timestamp in recovery_target_xid mode.,22f96f46af640263,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
log the location field before any backtrace,23735ab294cea381,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
log when getnewoidwithindex() fails to find unused oid many times.,87a2ecabd41c5dac,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
logging: also add the command prefix to detail and hint messages,be2af98883db9046,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
logical decoding of sequences,70c61b63901c8a3b,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
logical decoding: correctly free speculative insertion,deb19a71582c7271,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
login event trigger documentation wordsmithing,88edb4b7f9950ca2,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
logtape.c: do not preallocate for tapes when sorting,94790ad5047cbbe1,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
look up backend type in pg_signal_backend() more cheaply.,7122fa8016a20b5b,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
looks like we can't test nls on machines that lack any es_es locale.,1a7511ea9323aa4e,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
lookup the correct ordering for parallel gin builds,7ad4bf79098273d7,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
lower bounds related to pgstats kinds,c6fb5021d43f9ff4,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
lower default value of autovacuum_worker_slots in initdb as needed.,0ae42b5bd05736ca,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
lower minimum maintenance_work_mem to 64kb,bf5ec1d15bdf36c9,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
ltree/crc32.c: fix fragile code.,8921e2f48b48defe,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
ltree: fix case-insensitive matching.,f6fc2298011be6dd,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
ltree: fix overflows with lquery parsing,6613475eb2a50512,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
lwlock: fix quadratic behavior with very long wait lists,f4e7b131ffe6fd65,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
"lwlock: fix, currently harmless, bug in lwlockwakeup()",daed1f0142a53573,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
lwlock: improve local variable name,8be6033d8ea3daee,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
lwlock: invert meaning of lw_flag_release_ok,f3313eeae43be842,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
lwlock: remove foreachlwlockheldbyme,d19ac4b020a7e3c9,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
lwlock: remove support for disowned lwlwocks,14d492ab992a242f,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
maintain relidtotypeidcachehash in typecacheopccallback(),b176416c2a3310b1,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
"make ""directory"" setting work with extension_control_path",05ced1061aab445c,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
"make ""pgoff_t"" be a typedef not a #define.",85bf637d7ca3911e,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make 009_twophase.pl test pass with recovery_min_apply_delay set,8cf5f5a29c7a1289,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make 030_pg_recvlogical robust against pid reuse,73c70f74bb4f7511,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make <assert.h> consistently available in frontend and backend,77fa8e236dec7dbd,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make _bt_killitems drop pins it acquired itself.,b73d4b1834f09d7c,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make a test endure log_error_verbosity=verbose.,71a56086247a37fe,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make after-startup shmem failure test reliable,e2dc6963def2f28a,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make agreed-on updates in perltidy options.,c690dc4898e9cfca,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make aio error test more portable,5a46af476984728b,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make all ereport() calls within gram.y provide error locations.,94e66c10c05379a8,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make all perl warnings fatal,f2dcd781e6b29f06,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make all perl warnings fatal in 043_wal_replay_wait.pl,4bdb9d857114a690,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
"make all perl warnings fatal, catch-up",01377d1a024a6000,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
"make alter default privileges require privileges, not membership.",f061c6183fc22d38,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make alter domain validate constraint no-op when constraint is already validated,3cb684c0450ae226,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make alter trigger rename consistent for partitioned tables,f017cd1ad649ee10,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make amcanorder independent of amconsistentordering,aa2779bff5d757fd,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make archiver process an auxiliary process.,870740c71cf0ae4d,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make archiver process handle barrier events.,f0a22f5bbe142c3a,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make archiver's sigquit handler exit via _exit().,6139d5a65774f0ab,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make assertpointeralignment available to frontend code,a19f9db8473cb06a,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make assorted quality-of-life improvements in gen_node_support.pl.,bb9a955c98ea0c63,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make attstattarget nullable,176ac71289a83575,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make auto_explain print the query identifier in verbose mode,4c8edabcf2e5f6e5,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make autovacuum launcher more responsive to pg_log_backend_memory_contexts().,e66b13c92c77d0cb,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make autovacuum_enabled a ternary reloption.,28b4cf668741f10f,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make backgroundworkerlist doubly-linked,2d62c682dfdc4c10,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make binaryheap available to frontend code.,59b931d110ce6ac8,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make binaryheap enlargeable.,17f8ca72c989c0a9,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make bitmapsets be valid nodes.,484e599e370ecb2f,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make blkreftable api use size_t/ssize_t consistently,c4f8b5a2b6f03a09,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make bufferisexclusivelocked and bufferisdirty work for local buffers.,ccd8031034860106,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make buffilewrite() void.,fa977255137bffbe,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make building with lto work on macos,e76a15c56135b50e,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make cancel request keys longer,fea142fde2423845,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make canonicalize_path() more canonical.,5235b1de5f402b48,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make cast function from circle to polygon error safe,2cb9013840a32ec6,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make cast functions from jsonb error safe,ad10a35086c7e702,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make cast functions to type money error safe,c9b4aa807461189a,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make char2wchar() static.,a7c0d4c82c63a875,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make check_usermap() parameter names consistent.,0b00e4c1349d4869,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make collation not depend on setlocale().,597ccc84e26b370b,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make compression.sql regression test independent of default.,bbf2bb4cc9ae3121,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make configure check for minimum required version of ipc::run.,788d9e132c580d9f,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make configure prefer python3 to plain python.,9a20ee3b81c671ef,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make consistent a couple of log messages when parsing hba files,a88b4f1f561fdb29,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make contrib modules' installation scripts more secure.,b34de03725185728,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make contrib/tablefunc crosstab() also check typmod,8295fc74bcb0ac2a,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make create table like copy comments on not null constraints when requested.,e906c89ce942d80c,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make crosstabview honor boolean/null display settings,3feac457715afc57,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make data checksum tests more resilient for slow machines,86babe8b1a4ec394,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make data checksums launcher cancel its worker at sigint,6eb4ae1cf1799161,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
"make dblink interruptible, via new libpqsrv apis.",38bb8c72ee56846a,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make derived clause lookup in equivalenceclass more efficient,4317d8b83e37983d,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make detach-partition-concurrently-3 less timing-sensitive,da38e10998a560c9,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make detach-partition-concurrently-4 less timing sensitive,b56b76e33c8eb67f,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make dist uses git archive,d4fc30ced7ab6620,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make dmetaphone collation-aware,82478457070173d1,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make documentation builds reproducible,b381716944f967ac,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make dsm_impl_posix_resize more future-proof.,26301a1afda78dd4,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make ecpg parse.pl more robust with braces,eb421849c16701b5,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make ecpg's rjulmdy() and rmdyjul() agree with their declarations.,3a5f42a1afd44ad1,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
make enum for sync methods available to frontend code.,042522f42e78aa8e,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
