item_ord,content_hash,model,prompt_version,category_llm,confidence,rationale
607,9a77ffad809a02d4,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix ensures comments on domain constraints are dumped in a valid order, addressing a non-critical ordering issue in pg_dump's output rather than security, crashes, performance, or other core functionality categories."
608,d82cd2e13cf9a6d5,qwen3:30b-a3b,v2,Other functionality,0.95,"The fix ensures consistent sorting behavior in pg_dump for all database objects, addressing a usability issue related to predictable output for comparison purposes, which falls under general functionality rather than security, crashes, or other specific categories."
609,a1484209a5b8b847,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses a schema inconsistency that could lead to incorrect behavior during upgrade, specifically related to inherited not-null constraints affecting data integrity and upgrade reliability."
610,7572048f704d7e2f,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses a specific initialization behavior related to track_commit_timestamp, which is a configuration option, not a security issue, crash, or other primary category."
611,feb7f0598054bc3e,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses a specific display issue in pg_waldump related to statistics in WAL records, which is a minor functional enhancement rather than a security, crash, or performance issue."
612,0224b30f85eef1a8,qwen3:30b-a3b,v2,Crash & corruption,0.9,"The fix addresses a potential resource leak (open connection) that could lead to resource exhaustion or corruption, rather than a security vulnerability or crash from a bug."
613,d58022b14864b1f0,qwen3:30b-a3b,v2,Extensions & contrib,0.95,"The fix addresses a specific issue within the contrib module pg_prewarm related to handling large shared_buffers settings, which falls under extension functionality."
614,513a21cc6bf3c4b9,qwen3:30b-a3b,v2,Extensions & contrib,0.95,"The fix addresses a specific issue within the pg_stat_statements extension, which is part of PostgreSQL's contrib modules, focusing on internal handling of parameter numbers in normalized queries."
615,c70f7998cee6f237,qwen3:30b-a3b,v2,Crash & corruption,0.9,"The fix addresses a memory leak in the postgres_fdw extension, which is a resource management issue that could lead to memory corruption or exhaustion over time, rather than a security vulnerability or incorrect query results."
616,64d8499ac8576cb7,qwen3:30b-a3b,v2,Build & platform,0.95,"The fix addresses the ordering of directory searches during the build process to ensure user-built libraries override system ones, which is a build-time configuration issue."
617,e40b0bce66b4430e,qwen3:30b-a3b,v2,Build & platform,0.95,"The fix addresses a configure check for Windows-specific CPU instructions, which is a build-time issue related to platform-specific compilation checks, not a runtime behavior or security concern."
618,a859d55189188d5e,qwen3:30b-a3b,v2,Build & platform,0.95,"The fix addresses a build failure related to the PAM authentication API inconsistency on Solaris platforms, specifically resolving a compiler error introduced by GCC 14, which is a platform-specific build issue."
619,cfd0422e20fd6adb,qwen3:30b-a3b,v2,Build & platform,0.95,"The fix addresses portability issues related to specific system assumptions on the GNU Hurd platform, which falls under build and platform compatibility."
620,e2a4acbbeeb9ecf1,qwen3:30b-a3b,v2,Build & platform,0.95,"The fix addresses a compliance issue with the C11 standard for memset_s(), which is a build/platform compatibility concern rather than a security, crash, or functional issue."
621,6b1f28b0f1b821b1,qwen3:30b-a3b,v2,Build & platform,0.95,"The fix addresses compiler warnings related to uninitialized values in the JSONB comparison code, which is a build-time issue rather than a runtime problem like crashes, security flaws, or functional errors."
622,9c9201cae1a3b668,qwen3:30b-a3b,v2,Build & platform,0.95,"The fix addresses build-time warnings related to libxml2 version compatibility, which is a platform or build system issue rather than a functional or security concern."
623,0d15755e3fc9ba3a,qwen3:30b-a3b,v2,Build & platform,0.95,"The fix addresses a compilation issue specific to C++ environments, involving header file compatibility and extern ""C"" wrapping, which falls under build and platform considerations."
624,400dc2c3df4451ec,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix addresses a privilege escalation vulnerability where table owners could create statistics in any schema, leading to potential naming conflicts and unauthorized schema access, which is a security weakness rather than a mere crash or functional error."
625,c918a4c8f813544b,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix addresses an integer overflow vulnerability in libpq that could lead to buffer overflows and memory corruption, which is a security hardening issue rather than a mere crash or corruption symptom."
626,40d66cd283206d0d,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a specific corner case in SIMILAR TO pattern matching that caused incorrect behavior, directly impacting the correctness of query results."
627,c0b8faf5a4254f7e,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a planner error caused by incorrect handling of CTE references within aggregate functions, which affects query semantics and result correctness."
628,280d31649f870d4e,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses incorrect cost estimation for SubPlan in specific scenarios, which directly impacts query planning and result accuracy."
629,8008be0a3b3d9c7c,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a use-after-free hazard, which is a memory corruption issue that could lead to crashes or data corruption, specifically during concurrent partition drops."
630,284c08a48bb9d7a2,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a faulty assertion in index cleanup, which could lead to crashes or data corruption if triggered."
631,bd2fc42c6f90fad3,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a scenario where the planner might incorrectly handle the order of scan conditions in GIN indexes, leading to inconsistent query results or failures, which is fundamentally about query correctness and planner behavior."
632,4cc3fe35cfb874c2,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix ensures GIN index scans can be canceled, addressing a usability or operational feature rather than security, crashes, performance, or other primary categories."
633,8215eebdd16003ce,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses a failure in BRIN autosummarization that caused placeholder index tuples to remain, leading to index bloat and potentially incorrect query results due to outdated index data."
634,11d9717c5fafecf3,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses an integer overflow that could cause an infinite loop or scanning of unneeded pages, which directly relates to potential crashes or data corruption in index scans."
635,ffd68a04c958b3db,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses an inconsistency in integer value handling between JIT and non-JIT code, which causes incorrect results (e.g., memoization table errors) and affects query planning."
636,d3179cedc267a709,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a crash caused by incorrect logic in caching trigger-related information, specifically when partition column sets differ between partitions and their parent tables."
637,9dfc3df498424068,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a missing recheck in EvalPlanQual for TID scans, which could lead to incorrect query results due to unverified conditions during concurrent updates, fundamentally affecting query planning and result accuracy."
638,6035f0dfdeebdab2,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a crash caused by improper handling of foreign or custom joins in EvalPlanQual, which is a critical issue related to system stability rather than security or functional correctness."
639,2a1769888c35cdff,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses an incorrect behavior in the ALTER TABLE DETACH PARTITION CONCURRENTLY command for hash partitioning, specifically preventing the duplication of partition constraints that could lead to incorrect results or planner issues during operations like dump/restore or parent table drop."
640,5699f70d5a730035,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a scenario where generated columns were incorrectly allowed in partition keys, which could lead to invalid or unexpected behavior in query planning and execution, thus affecting result correctness."
641,adec3f1f475cd135,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses incorrect behavior when referencing generated columns in COPY ... FROM ... WHERE clauses, which stems from the planner's inability to handle such references before column computation, leading to wrong results or errors."
642,269aab2464bf0e57,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a visibility check issue that could lead to incorrect object naming and description in functions like pg_describe_object(), resulting in wrong outputs rather than crashes or security issues."
643,fee18a4de03ed8d7,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses the reporting behavior of a function related to temporary objects, which is a functional enhancement rather than a security issue, crash, or performance problem."
644,df53e40f5cbd9561,qwen3:30b-a3b,v2,Crash & corruption,0.9,"The fix addresses a memory leak, which is a form of resource corruption that can lead to crashes or instability, rather than a security vulnerability or incorrect results."
645,473f65b48b37b169,qwen3:30b-a3b,v2,Crash & corruption,0.9,"The fix addresses a memory leak during WAL replay, which is a critical resource management issue that could lead to system instability or corruption over time."
646,6c077f57ea38be68,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses corruption in the shared statistics table caused by out-of-memory failures, which is a direct issue of data corruption rather than a security vulnerability or other category."
647,aab89c1f25cdec8d,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses an issue where concurrent updates in a MERGE statement could lead to incorrect results due to improper handling of tuple versions, directly impacting query correctness and planner behavior."
648,3158a90f3c8b6ef1,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix ensures proper replica identity checks for replication consistency during MERGE and INSERT operations, preventing silent replication breaks when updates or deletes are published."
649,4a1597ed247443b6,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses a deadlock scenario specifically during the DROP SUBSCRIPTION operation in a replication setup where the publisher and subscriber reside on the same server, directly relating to replication management and recovery processes."
650,c48bd825c7011629,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses incorrect reporting of replication lag metrics in a system view, which directly impacts the accuracy of data presented to users and administrators, falling under wrong results rather than a crash or security issue."
651,a300b35e4d230d42,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses redundant log messages related to configuration settings, which is a minor usability or logging improvement rather than a security, crash, performance, or functional issue."
652,5e695e477892fc4b,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses a replication slot state file cleanup issue after a write failure, directly impacting replication slot management and recovery processes."
653,9bad67b483e2bc0d,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses a standby server's WAL receiver behavior during timeline changes, ensuring it remains active for streaming, which is a core replication and recovery issue."
654,344834c878047698,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses a specific issue in logical replication related to file number collisions between regular and temporary tables, which directly impacts replication consistency and error handling."
655,b9a98367dbaca7e2,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a use-after-free issue that causes crashes during logical decoding, which is fundamentally about preventing crashes rather than security or other categories."
656,0348cd187bea3024,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses an issue with releasing a replication slot in single-user mode, which is directly related to replication functionality and recovery processes."
657,de5329915915e16d,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a potential crash or garbage printing due to incorrect message handling in privilege checks, which aligns with the 'Crash & corruption' category as the primary issue is preventing a crash or corruption scenario."
658,a1a4556bc747e42a,qwen3:30b-a3b,v2,Build & platform,0.95,"The fix addresses a platform-specific issue with semaphore set initialization on macOS and BSD, which is a build or platform compatibility concern rather than a security, crash, or functional issue."
659,2bec18708b69fc37,qwen3:30b-a3b,v2,Build & platform,0.95,"The fix addresses memory-context-checking warnings in debug builds on 64-bit Windows, which relates to build configuration and platform-specific behavior rather than security, crashes, or functional correctness."
660,85baeecafa25268e,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a parser issue that caused GROUP BY DISTINCT to be treated as plain GROUP BY, leading to incorrect query results due to misinterpretation of the SQL syntax."
661,dfcec814dd44acac,qwen3:30b-a3b,v2,Crash & corruption,0.9,"The fix addresses a memory leak, which is a form of resource corruption that can lead to instability or crashes, rather than being a security issue or a correctness problem in query results."
662,419678baed7dd97d,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses a specific issue in libpq's trace output formatting for characters with the high bit set, which is a minor usability or display enhancement rather than a security, crash, performance, or other major category."
663,e14456a124309986,qwen3:30b-a3b,v2,Client tools,0.9,"The fix addresses a specific issue in libpq's handling of socket errors within GSSAPI logic on Windows, which is part of client-side connectivity tools."
664,396f4d06df53f364,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses a missing feature in pg_dump for dumping security labels on specific objects, which is a functional enhancement rather than a security hardening, crash, or other category."
665,b9b0251d117d0613,qwen3:30b-a3b,v2,Other functionality,0.95,"The fix addresses the consistent ordering of database object types in pg_dump, which is a functional improvement rather than a security, crash, performance, or other specific category."
666,de302aa25a0c0ae3,qwen3:30b-a3b,v2,Replication & recovery,0.9,"The fix addresses dependency labeling in pg_dump and pg_restore to prevent parallel restoration issues, which is fundamentally about ensuring correct data restoration order and consistency, aligning with replication and recovery processes."
667,bc76b06ff36f04f4,qwen3:30b-a3b,v2,Client tools,0.95,"The fix addresses behavior in pg_restore, a client tool, specifically skipping unnecessary commands for publications and subscriptions during restoration, which aligns with client tool functionality."
668,abef9c62b228d3bf,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses data compression logic errors in pg_dump and pg_restore, which is a functional improvement rather than a security issue, crash, or performance problem."
669,2f77a3a2fc583cee,qwen3:30b-a3b,v2,Client tools,0.95,"The fix addresses a specific issue in pgbench, a client tool, by ensuring it errors out cleanly instead of entering an infinite loop when encountering an unsupported COPY operation."
670,a99f966b03309e53,qwen3:30b-a3b,v2,Client tools,0.95,"The fix addresses an issue in pgbench, a client tool, specifically its error reporting behavior when handling multiple failed database operations."
671,c473dc9e38816830,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses a faulty assertion in pgbench's pipeline mode, which is a non-critical functionality issue rather than a security, crash, or performance problem."
672,395e8345a79c1aa9,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix ensures that long-running functions in contrib/pg_buffercache can be canceled, addressing a usability and responsiveness issue rather than security, crashes, or performance."
673,364f77f9b74ef9eb,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses a privilege check issue that caused incorrect behavior (non-superusers unable to prewarm indexes) due to misapplication of privilege checks, fundamentally about ensuring correct results based on privilege rules."
674,a597a6beb755747f,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix improves robustness of pgstattuple for handling edge cases like empty or invalid index pages, which is a usability and reliability enhancement rather than addressing security, crashes, or core functionality issues."
675,ede1ca13e716c7aa,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix addresses a memory safety issue by adding explicit compiler barriers to prevent incorrect code generation on certain architectures, which could lead to undefined behavior or security vulnerabilities."
676,1b481dd396366256,qwen3:30b-a3b,v2,Build & platform,0.95,"The fix addresses compatibility issues with LLVM version 21 and later during the build process, which falls under platform-specific build concerns."
677,81cd1ca3e2e8a89a,qwen3:30b-a3b,v2,Extensions & contrib,0.95,"The fix addresses the PGXS build infrastructure specifically for handling NLS po files in extensions, which directly relates to extension development and maintenance."
678,5550dceeaa2b5e85,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix addresses a potential security vulnerability by adding checks to prevent misbehavior due to unexpected array dimensions in oidvector/int2vector types, which could lead to memory safety issues or data corruption."
679,618b876a8f286dfb,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix fundamentally addresses a security vulnerability (CVE-2026-2004) where a selectivity estimator could be abused for arbitrary code execution due to missing type checks, requiring superuser privilege to attach non-built-in estimators as a defensive measure."
680,b287330b373f2ff5,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix addresses a buffer overrun vulnerability that could lead to arbitrary code execution, which is a security weakness rather than a crash or other symptom."
681,606c1f26f2112760,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix addresses a security vulnerability involving buffer overruns from crafted SQL, which could lead to arbitrary code execution, making it a security hardening issue rather than a crash or other symptom."
682,a11d784d8a28fecd,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a semantic issue in how aggregate functions interact with CTEs in sub-selects, which could lead to incorrect query results or planner behavior, aligning with the 'Wrong results & planner' category."
683,713bc1fecfc351df,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses an issue where transition tables for triggers were not correctly capturing rows affected by MERGE operations in CTE queries, leading to incorrect data visibility in trigger execution, which fundamentally relates to query result accuracy and planner behavior."
684,54467d12819b4382,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses an error condition where the executor incorrectly reported a missing column during partition pruning, which would lead to incorrect behavior or failure in update/delete operations on partitioned tables."
685,4c60a881d93da82a,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a planner issue where indexscans were incorrectly prevented on partial hash indexes due to an overly aggressive elimination of implied WHERE clauses, which could lead to suboptimal or incorrect query plans."
686,a639594977394079,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a crash during recovery due to incorrect WAL emission for unlogged BRIN indexes, which would cause replay failures when the file already exists."
687,e100881c68d22f65,qwen3:30b-a3b,v2,Crash & corruption,0.9,"The fix addresses a potential error related to transaction status access due to CLOG truncation, which could lead to crashes or data corruption if NOTIFY messages are not properly handled."
688,07da97324a69c36a,qwen3:30b-a3b,v2,Wrong results & planner,0.8,"The fix addresses a behavior where errors during NOTIFY message processing were not properly handled, leading to potential loss of notifications and application state issues, which affects the correctness of application logic rather than security, crashes, or other categories."
689,fdb380ca3dc25e3e,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses a bug in the update chain logic that could lead to locking the wrong tuple, causing unexpected transaction delays, deadlocks, or errors due to incorrect tuple identification, which directly impacts query correctness and planner behavior."
690,7f1202dd648cb2c2,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses inconsistencies in relation frozen-XID attributes that could lead to premature CLOG truncation and transaction status errors, which directly impacts data correctness and planner behavior."
691,0cd61c1e3bc736f0,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a potential crash during process exit caused by attempting to release a lock in an unmapped shared memory segment, which directly relates to preventing crashes."
692,f199526add7a2903,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses a potential issue with the multixact log recovery after a crash, which is directly related to database recovery mechanisms and replication consistency."
693,b6328b6275ee6aa5,qwen3:30b-a3b,v2,Crash & corruption,0.9,"The fix addresses a potential issue where an incomplete multibyte character in a shared-memory buffer could lead to incorrect data handling, which may cause crashes or data corruption if not properly truncated."
694,b55750318389194d,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a potential stack overflow from recursive memory context logging, which is a crash risk rather than a security vulnerability or other category."
695,05f986327d268289,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a memory context usage issue that could cause a crash, specifically due to a subsidiary data structure having a shorter lifespan than the parallel context, which aligns with the 'Crash & corruption' category as the primary concern is preventing a crash rather than a security vulnerability or other issue."
696,fd615ed8ad8b3788,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses a corner case where the system could get stuck waiting for an update that would never occur, which relates to the correctness of transaction management and multixid handling, impacting the reliability of query execution and results."
697,6a278433bff30e82,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses an issue where the query planner incorrectly rewrote data-modifying CTEs multiple times, leading to potential false errors and inefficiency, which directly impacts query correctness and planning behavior."
698,d14508ea8576f173,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix explicitly addresses preventing a crash or corruption during recovery by adding a check for missing WAL, which aligns with the 'Crash & corruption' category as it directly prevents database corruption or crashes."
699,6148d80d5fa8978c,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a bug where the query tree was being modified during ALTER PUBLICATION, causing event triggers and prepared statements to behave incorrectly, which directly impacts the correctness of query results and planner behavior."
700,0a71c4f8ab1c5a61,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses the handling of connection options in CREATE SUBSCRIPTION, which directly relates to replication setup and behavior between publisher and subscriber nodes."
701,f53ce007b17d49e2,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses a race condition affecting replication slots during checkpoints, which directly impacts replication consistency and recovery processes."
702,ffa0c882307be8b9,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses a race condition affecting replication slot management, specifically the computation of required xmin, which directly impacts replication consistency and recovery processes."
703,fba7f7bdcc8dda63,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses a consistency issue in logical replication subscription synchronization by ensuring the pg_replication_origin entry is committed before data copying begins, preventing state inconsistencies upon failure."
704,1bb8568197e56bfb,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses an issue related to restarting a streaming replica server, which directly pertains to replication and recovery processes in PostgreSQL."
705,f1ed4aa28a6aff64,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses incorrect column position tracking during partition range parsing, which would result in misleading error messages about casting, directly impacting query correctness and planner behavior."
706,52de747c9187be8f,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses minor errors in error messages, which is a non-critical user experience improvement rather than a security, crash, performance, or functional issue."
707,f4f5a98d5c1413e1,qwen3:30b-a3b,v2,Performance,0.95,"The fix addresses an issue where function inlining was not performed during JIT compilation with LLVM 17+, which directly impacts performance by preventing optimization opportunities."
708,362ecdfae05b3fc4,qwen3:30b-a3b,v2,Build & platform,0.95,"The fix addresses a compilation issue specific to the aarch64 architecture when using LLVM 21, which falls under build and platform compatibility."
709,2484c32b6929e921,qwen3:30b-a3b,v2,Build & platform,0.95,"The fix addresses process title changes on GNU/Hurd, which relates to platform-specific build or runtime behavior, not security, crashes, or other functional aspects."
710,1873d632581a4614,qwen3:30b-a3b,v2,Client tools,0.95,"The fix modifies pg_resetwal, a client tool, to improve its output behavior by printing the updated value of OldestXID, aligning with its existing behavior for other variables."
711,a770c9b2d573496b,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix adjusts pg_resetwal to accept valid multixact xid and offset values, addressing a usability issue without impacting security, stability, or performance."
712,7ef853b3b5f58117,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses incorrect behavior in index checks due to snapshot usage, leading to spurious errors, which directly impacts result correctness and planner operations."
713,6790e87818378039,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses a false error report in amcheck due to incorrect handling of index pages, which affects the accuracy of index verification and could lead to misleading results about index integrity."
714,7477c02f772fe102,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a false error reporting in amcheck related to btree root page splits, which affects the correctness of the results reported by the tool."
715,80558119cdd64d05,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses an integer overflow in the selectivity estimator for the intarray extension, which would lead to incorrect query planning and potentially suboptimal query execution plans, directly impacting the accuracy of query results and planner decisions."
716,2293c097f49255ce,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses an issue where incomplete multibyte characters could lead to incorrect behavior in the ltree contrib module, directly impacting result accuracy."
717,90bbc765ad352b36,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses a replay failure of a multixid truncation record from WAL, specifically related to version compatibility during replication, which directly impacts replication and recovery processes."
718,280d2370cdec9c0e,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses an incorrect error message about encoding when processing toasted data, which affects the correctness of query results rather than security, crashes, or other categories."
719,d189b57218c933a5,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses inconsistent reporting of wait event data for auxiliary processes, which affects the accuracy of query results and the planner's understanding of backend states."
720,c081d59aae0ada54,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a specific issue where casting a composite-type variable to a domain type in a PL/pgSQL function returned an incorrect error (cache lookup failure) when the value was NULL, which directly impacts the correctness of query results."
721,c4ade6d75284bf61,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a crash caused by a null pointer dereference in the hstore binary input function, specifically when handling duplicate keys in malicious or corrupted data, which is a crash issue rather than a security vulnerability."
722,c2bb66f57e12ac40,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix addresses a security vulnerability where a malicious client could cause a denial-of-service via unbounded recursion in startup packet processing, which is fundamentally about closing a security weakness rather than just preventing a crash."
723,29faceb8e758c65f,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix addresses integer overflows in memory allocation calculations that could lead to buffer overflows and potential arbitrary code execution, which is a security vulnerability, not merely a crash or corruption issue."
724,987d15f3e606bc41,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix addresses a buffer overflow vulnerability where over-length strings could crash the server, which is a security hardening issue rather than a mere crash symptom."
725,21ef7cf51bac319f,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix addresses a security vulnerability involving malicious time zone names that could lead to crashes or memory disclosure, which is fundamentally about closing a security weakness rather than just fixing a crash or memory issue."
726,4e16231c53aa9722,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix addresses a missing privilege check for schema creation, which is a security control issue rather than a crash or functional error."
727,54f652a16153feeb,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix replaces insecure string comparison functions with timing-safe alternatives to prevent potential side-channel attacks, which is a fundamental security hardening measure."
728,924ade70a11f759f,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix addresses a memory safety vulnerability where a malicious server could overwrite client memory due to missing buffer size checks in PQfn(), marking the function as unsafe and deprecating it to prevent exploitation."
729,c3654262a9df9cb7,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix addresses a path traversal vulnerability that could allow a malicious source to overwrite arbitrary files, which is a security weakness rather than a crash or other symptom."
730,500a9aa5bd353bb9,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix addresses a field overflow vulnerability in contrib modules that could lead to a crash, but the primary focus is on preventing a security weakness (buffer overflow) rather than merely fixing a crash symptom."
731,115cfe2037182932,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix addresses a vulnerability where excessively long lquery values could cause internal overflows, leading to potential security issues like stack smashes or incorrect results, which aligns with security hardening as the primary focus."
732,cd9c100c6dc48b99,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix addresses SQL injection and buffer overruns in contrib/spi, which are fundamental security weaknesses, not just a symptom like a crash."
733,3699e454f1777026,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a planner optimization that could lead to incorrect query results due to nondeterministic collations, directly impacting the accuracy of query execution."
734,d443f97de7f8f2b6,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses incorrect behavior in rule actions and qualifications involving NEW generated columns, which directly impacts query results and planner decisions, not security, crashes, or other categories."
735,94a1891bcbc0cc5e,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses an incorrect error message related to generated columns in COPY FROM WHERE conditions, which affects query planning and result accuracy."
736,5d875003bd9809a3,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a scenario where the MERGE statement did not correctly report a serialization failure under repeatable-read or serializable isolation levels, which directly impacts the correctness of query results and transaction behavior."
737,8bf14ca761efe833,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses incorrect copying of extended statistics objects when a source table has dropped columns, which affects query planning and result accuracy."
738,937d61f401c98094,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses a specific usability issue in managing partitioned indexes, allowing users to mark the parent index as valid when all leaf indexes are valid, which is a functional enhancement rather than a security, crash, or performance issue."
739,226a6315fbf819c3,qwen3:30b-a3b,v2,Wrong results & planner,0.85,"The fix addresses an issue where ALTER FOREIGN DATA WRAPPER would incorrectly drop a dependency on the handler function, which could lead to incorrect behavior or planner errors when using foreign data wrappers."
740,2d4f0bce8ddd168d,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses a logical inconsistency in type membership rules, preventing invalid composite type structures that could lead to incorrect query results or planner behavior."
741,2f237e0c82aa5e2c,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses incorrect query results due to datum-image comparisons being sensitive to sign-extension, directly impacting result accuracy and planner behavior."
742,338d289c578c6a7f,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses incorrect logic in the planner for hashed IN/NOT IN operations with non-strict equality, which could lead to wrong answers or crashes, but the primary focus is on the correctness of query results rather than security or crash prevention."
743,83d406e516f1719a,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix addresses a potential buffer overrun vulnerability in to_char() by truncating overly-long locale-specific symbols, which is a memory-safety issue even though no real-world locales or attack vectors exist."
